CustomerID,Recency,Frequency,Monetary,R,F,M,RFM Score,Segment,RFM_Score,RFM_Level
744,335,1,207.36,2,2,2,222,hibernating,6,Silver
746,236,50,682.1999999999998,2,5,4,254,can't loose,11,Platinum
747,25,494,10982.01999999998,4,5,5,455,loyal customers,14,Platinum Plus
748,41,33,709.6399999999998,4,5,4,454,loyal customers,13,Platinum
749,48,30,1709.1000000000001,4,5,5,455,loyal customers,14,Platinum Plus
750,438,1,72.0,1,2,2,122,hibernating,5,Bronze
751,135,17,586.46,3,5,4,354,loyal customers,12,Platinum
752,46,183,4907.259999999998,4,5,5,455,loyal customers,14,Platinum Plus
753,437,45,1098.5199999999998,1,5,4,154,can't loose,10,Gold
754,31,74,1107.5800000000004,4,5,4,454,loyal customers,13,Platinum
755,55,227,2533.3900000000012,4,5,5,455,loyal customers,14,Platinum Plus
756,543,4,2.5100000000000016,1,4,2,142,at risk,7,Silver
757,6,460,12842.499999999996,5,5,5,555,champions,15,Platinum Plus
758,1,331,5374.449999999993,5,5,5,555,champions,15,Platinum Plus
759,119,31,485.19,3,5,3,353,loyal customers,11,Platinum
760,23,183,2541.109999999999,5,5,5,555,champions,15,Platinum Plus
761,21,152,2334.1000000000013,5,5,5,555,champions,15,Platinum Plus
762,465,11,134.9,1,5,2,152,can't loose,8,Gold
763,240,1,30.6,2,2,2,222,hibernating,6,Silver
764,271,53,254.73000000000008,2,5,3,253,can't loose,10,Gold
765,185,55,922.39,2,5,4,254,can't loose,11,Platinum
766,474,45,506.74999999999994,1,5,3,153,can't loose,9,Gold
767,32,294,4738.749999999994,4,5,5,455,loyal customers,14,Platinum Plus
768,613,21,158.57000000000002,1,5,2,152,can't loose,8,Gold
769,40,256,3830.6499999999983,4,5,5,455,loyal customers,14,Platinum Plus
770,79,15,259.16999999999996,3,5,3,353,loyal customers,11,Platinum
772,454,11,233.24999999999997,1,5,3,153,can't loose,9,Gold
773,185,2,64.0,2,3,2,232,at risk,7,Silver
774,25,151,3279.77,4,5,5,455,loyal customers,14,Platinum Plus
775,263,3,77.3,2,4,2,242,at risk,8,Gold
776,38,10,160.75,4,5,2,452,loyal customers,11,Platinum
777,74,128,2422.2800000000007,3,5,5,355,loyal customers,13,Platinum
778,198,18,3371.45,2,5,5,255,can't loose,12,Platinum
779,1,314,5507.509999999998,5,5,5,555,champions,15,Platinum Plus
780,12,1429,7669.349999999963,5,5,5,555,champions,15,Platinum Plus
781,24,99,1444.29,4,5,5,455,loyal customers,14,Platinum Plus
782,18,262,7749.289999999997,5,5,5,555,champions,15,Platinum Plus
783,110,122,1215.6800000000007,3,5,4,354,loyal customers,12,Platinum
784,86,414,7132.579999999994,3,5,5,355,loyal customers,13,Platinum
785,21,22,304.20000000000005,5,5,3,553,champions,13,Platinum
786,554,23,365.2,1,5,3,153,can't loose,9,Gold
787,40,6,135.34999999999997,4,5,2,452,loyal customers,11,Platinum
788,41,11,1419.77,4,5,4,454,loyal customers,13,Platinum
789,28,17,228.91000000000005,4,5,3,453,loyal customers,12,Platinum
790,12,4,712.8,5,4,4,544,champions,13,Platinum
791,61,807,7702.24999999998,4,5,5,455,loyal customers,14,Platinum Plus
792,16,86,1676.0599999999997,5,5,5,555,champions,15,Platinum Plus
793,368,7,398.12,2,5,3,253,can't loose,10,Gold
794,205,180,2475.990000000001,2,5,5,255,can't loose,12,Platinum
795,419,134,2064.480000000001,1,5,5,155,can't loose,11,Platinum
796,243,15,486.22,2,5,3,253,can't loose,10,Gold
797,473,76,1226.8899999999999,1,5,4,154,can't loose,10,Gold
798,81,164,1750.1800000000007,3,5,5,355,loyal customers,13,Platinum
799,387,104,1586.5400000000009,2,5,5,255,can't loose,12,Platinum
800,7,251,5630.469999999998,5,5,5,555,champions,15,Platinum Plus
801,3,97,1462.2800000000002,5,5,5,555,champions,15,Platinum Plus
802,52,119,1352.2500000000007,4,5,4,454,loyal customers,13,Platinum
803,24,4,91.79999999999998,4,4,2,442,loyal customers,10,Gold
804,315,34,478.87999999999994,2,5,3,253,can't loose,10,Gold
805,40,216,7634.879999999998,4,5,5,455,loyal customers,14,Platinum Plus
806,494,4,0.0,1,4,1,141,at risk,6,Silver
807,435,12,297.46000000000004,1,5,3,153,can't loose,9,Gold
808,48,48,1436.1600000000005,4,5,5,455,loyal customers,14,Platinum Plus
809,311,68,831.28,2,5,4,254,can't loose,11,Platinum
810,20,79,1098.2999999999997,5,5,4,554,champions,14,Platinum Plus
811,201,180,1837.9600000000005,2,5,5,255,can't loose,12,Platinum
812,154,18,840.0800000000002,3,5,4,354,loyal customers,12,Platinum
813,28,32,116.00999999999999,4,5,2,452,loyal customers,11,Platinum
814,18,48,426.80999999999995,5,5,3,553,champions,13,Platinum
815,609,1,69.6,1,2,2,122,hibernating,5,Bronze
816,213,236,2267.200000000002,2,5,5,255,can't loose,12,Platinum
817,18,1071,8736.249999999989,5,5,5,555,champions,15,Platinum Plus
818,554,29,484.7,1,5,3,153,can't loose,9,Gold
819,48,72,492.84,4,5,3,453,loyal customers,12,Platinum
820,184,30,512.2,2,5,3,253,can't loose,10,Gold
821,28,645,13003.09,4,5,5,455,loyal customers,14,Platinum Plus
822,620,32,546.8100000000001,1,5,3,153,can't loose,9,Gold
823,402,4,86.10000000000001,1,4,2,142,at risk,7,Silver
824,383,19,359.69000000000005,2,5,3,253,can't loose,10,Gold
825,47,10,106.18,4,5,2,452,loyal customers,11,Platinum
826,88,152,6252.560000000004,3,5,5,355,loyal customers,13,Platinum
827,16,181,1630.7900000000002,5,5,5,555,champions,15,Platinum Plus
829,33,79,1474.2900000000004,4,5,5,455,loyal customers,14,Platinum Plus
830,192,61,314.3100000000001,2,5,3,253,can't loose,10,Gold
831,13,1,99.6,5,2,2,522,potential loyalists,9,Gold
832,20,29,260.68,5,5,3,553,champions,13,Platinum
833,546,14,371.66,1,5,3,153,can't loose,9,Gold
834,660,56,150.71,1,5,2,152,can't loose,8,Gold
835,207,156,2402.2999999999997,2,5,5,255,can't loose,12,Platinum
836,92,29,117.88000000000002,3,5,2,352,loyal customers,10,Gold
837,137,9,370.78000000000003,3,5,3,353,loyal customers,11,Platinum
838,416,52,172.38,1,5,2,152,can't loose,8,Gold
839,13,190,3059.6400000000003,5,5,5,555,champions,15,Platinum Plus
840,463,19,373.01000000000005,1,5,3,153,can't loose,9,Gold
841,12,322,4912.279999999993,5,5,5,555,champions,15,Platinum Plus
842,12,199,15634.759999999987,5,5,5,555,champions,15,Platinum Plus
843,21,45,857.61,5,5,4,554,champions,14,Platinum Plus
844,491,87,1225.0099999999998,1,5,4,154,can't loose,10,Gold
845,380,60,1166.1500000000003,2,5,4,254,can't loose,11,Platinum
846,11,149,2263.4500000000007,5,5,5,555,champions,15,Platinum Plus
847,445,1,2803.2,1,2,5,125,hibernating,8,Gold
848,401,389,5740.8499999999985,1,5,5,155,can't loose,11,Platinum
849,4,13,535.86,5,5,3,553,champions,13,Platinum
850,31,234,1889.1,4,5,5,455,loyal customers,14,Platinum Plus
851,91,369,8185.139999999998,3,5,5,355,loyal customers,13,Platinum
852,155,22,353.48,3,5,3,353,loyal customers,11,Platinum
853,12,189,2474.23,5,5,5,555,champions,15,Platinum Plus
854,11,143,780.5799999999998,5,5,4,554,champions,14,Platinum Plus
855,58,205,3740.769999999997,4,5,5,455,loyal customers,14,Platinum Plus
856,368,227,3223.2799999999984,2,5,5,255,can't loose,12,Platinum
857,667,1,81.6,1,2,2,122,hibernating,5,Bronze
858,269,5,333.74,2,4,3,243,at risk,9,Gold
859,94,8,266.12,3,5,3,353,loyal customers,11,Platinum
860,247,5,62.64,2,4,2,242,at risk,8,Gold
861,620,11,76.23000000000002,1,5,2,152,can't loose,8,Gold
862,80,51,1234.0899999999997,3,5,4,354,loyal customers,12,Platinum
863,242,63,807.0599999999998,2,5,4,254,can't loose,11,Platinum
864,401,1,88.5,1,2,2,122,hibernating,5,Bronze
865,202,13,969.12,2,5,4,254,can't loose,11,Platinum
866,34,108,2147.85,4,5,5,455,loyal customers,14,Platinum Plus
867,62,101,14210.610000000002,4,5,5,455,loyal customers,14,Platinum Plus
868,38,28,312.46,4,5,3,453,loyal customers,12,Platinum
869,203,9,257.7,2,5,3,253,can't loose,10,Gold
870,83,2,358.0,3,3,3,333,need attention,9,Gold
871,227,10,160.95,2,5,2,252,can't loose,9,Gold
872,60,1308,5990.939999999985,4,5,5,455,loyal customers,14,Platinum Plus
874,5,204,1341.1000000000006,5,5,4,554,champions,14,Platinum Plus
875,76,75,1161.46,3,5,4,354,loyal customers,12,Platinum
876,588,13,118.1,1,5,2,152,can't loose,8,Gold
877,36,57,980.0699999999997,4,5,4,454,loyal customers,13,Platinum
878,2,39,727.2699999999999,5,5,4,554,champions,14,Platinum Plus
879,389,23,623.0999999999999,2,5,4,254,can't loose,11,Platinum
880,13,47,966.8299999999996,5,5,4,554,champions,14,Platinum Plus
881,263,92,1525.2400000000005,2,5,5,255,can't loose,12,Platinum
882,175,229,1636.8699999999994,3,5,5,355,loyal customers,13,Platinum
883,413,41,113.03,1,5,2,152,can't loose,8,Gold
884,67,32,639.5999999999998,3,5,4,354,loyal customers,12,Platinum
885,205,219,1274.1400000000006,2,5,4,254,can't loose,11,Platinum
886,124,26,113.24000000000001,3,5,2,352,loyal customers,10,Gold
887,52,45,989.2199999999998,4,5,4,454,loyal customers,13,Platinum
888,20,383,3272.1800000000007,5,5,5,555,champions,15,Platinum Plus
889,19,25,501.11999999999995,5,5,3,553,champions,13,Platinum
890,156,26,465.67999999999995,3,5,3,353,loyal customers,11,Platinum
891,124,35,1608.93,3,5,5,355,loyal customers,13,Platinum
892,454,21,248.54000000000002,1,5,3,153,can't loose,9,Gold
893,668,25,252.68,1,5,3,153,can't loose,9,Gold
894,426,22,341.30000000000007,1,5,3,153,can't loose,9,Gold
895,187,75,2951.11,2,5,5,255,can't loose,12,Platinum
896,378,4,51.410000000000004,2,4,2,242,at risk,8,Gold
897,11,33,895.6099999999997,5,5,4,554,champions,14,Platinum Plus
898,16,1,0.0,5,2,1,521,potential loyalists,8,Gold
899,438,9,117.95,1,5,2,152,can't loose,8,Gold
900,13,43,951.0299999999999,5,5,4,554,champions,14,Platinum Plus
901,92,320,1423.3300000000027,3,5,4,354,loyal customers,12,Platinum
902,92,8,557.62,3,5,3,353,loyal customers,11,Platinum
903,270,8,842.1,2,5,4,254,can't loose,11,Platinum
904,265,50,573.45,2,5,4,254,can't loose,11,Platinum
905,6,1906,8657.819999999949,5,5,5,555,champions,15,Platinum Plus
906,444,38,722.5599999999998,1,5,4,154,can't loose,10,Gold
907,2,89,2079.58,5,5,5,555,champions,15,Platinum Plus
908,13,312,5608.399999999996,5,5,5,555,champions,15,Platinum Plus
909,10,417,8689.689999999995,5,5,5,555,champions,15,Platinum Plus
910,7,440,3089.649999999997,5,5,5,555,champions,15,Platinum Plus
911,2,466,8066.349999999994,5,5,5,555,champions,15,Platinum Plus
912,486,2,1180.0,1,3,4,134,at risk,8,Gold
913,303,101,178.26,2,5,2,252,can't loose,9,Gold
914,32,15,276.56,4,5,3,453,loyal customers,12,Platinum
915,115,16,138.98,3,5,2,352,loyal customers,10,Gold
916,411,19,360.8500000000001,1,5,3,153,can't loose,9,Gold
917,385,49,237.01000000000005,2,5,3,253,can't loose,10,Gold
918,154,247,1894.0299999999995,3,5,5,355,loyal customers,13,Platinum
919,17,23,523.3,5,5,3,553,champions,13,Platinum
920,42,106,1422.4600000000007,4,5,4,454,loyal customers,13,Platinum
921,79,11,126.30000000000001,3,5,2,352,loyal customers,10,Gold
922,94,210,2290.380000000001,3,5,5,355,loyal customers,13,Platinum
923,438,26,306.45000000000005,1,5,3,153,can't loose,9,Gold
924,6,54,1228.8900000000003,5,5,4,554,champions,14,Platinum Plus
925,31,20,373.36,4,5,3,453,loyal customers,12,Platinum
926,324,14,196.14999999999998,2,5,2,252,can't loose,9,Gold
927,25,227,3299.1900000000005,4,5,5,455,loyal customers,14,Platinum Plus
928,602,47,699.2100000000002,1,5,4,154,can't loose,10,Gold
929,585,71,495.02,1,5,3,153,can't loose,9,Gold
930,404,12,892.16,1,5,4,154,can't loose,10,Gold
932,157,324,3276.290000000001,3,5,5,355,loyal customers,13,Platinum
933,286,60,987.7900000000001,2,5,4,254,can't loose,11,Platinum
934,365,72,1192.9399999999998,2,5,4,254,can't loose,11,Platinum
935,251,100,1658.93,2,5,5,255,can't loose,12,Platinum
936,361,76,1058.0200000000002,2,5,4,254,can't loose,11,Platinum
937,139,53,792.51,3,5,4,354,loyal customers,12,Platinum
938,25,122,4310.709999999999,4,5,5,455,loyal customers,14,Platinum Plus
939,121,2,360.0,3,3,3,333,need attention,9,Gold
940,270,64,1093.6999999999998,2,5,4,254,can't loose,11,Platinum
941,166,58,1267.2099999999998,3,5,4,354,loyal customers,12,Platinum
942,105,79,566.19,3,5,3,353,loyal customers,11,Platinum
943,156,3,159.2,3,4,2,342,loyal customers,9,Gold
944,609,4,61.72,1,4,2,142,at risk,7,Silver
945,353,85,1084.2900000000002,2,5,4,254,can't loose,11,Platinum
946,23,202,3689.0100000000043,5,5,5,555,champions,15,Platinum Plus
947,580,4,53.65,1,4,2,142,at risk,7,Silver
948,33,15,273.34000000000003,4,5,3,453,loyal customers,12,Platinum
949,24,73,1636.8699999999994,4,5,5,455,loyal customers,14,Platinum Plus
950,2,129,1685.5699999999997,5,5,5,555,champions,15,Platinum Plus
951,29,96,1394.120000000001,4,5,4,454,loyal customers,13,Platinum
952,4,26,598.57,5,5,4,554,champions,14,Platinum Plus
953,453,4,118.8,1,4,2,142,at risk,7,Silver
954,24,164,3002.1800000000003,4,5,5,455,loyal customers,14,Platinum Plus
955,53,74,563.36,4,5,3,453,loyal customers,12,Platinum
956,691,22,310.26000000000005,1,5,3,153,can't loose,9,Gold
957,81,173,13054.110000000002,3,5,5,355,loyal customers,13,Platinum
958,95,350,5613.460000000004,3,5,5,355,loyal customers,13,Platinum
959,120,18,511.87999999999994,3,5,3,353,loyal customers,11,Platinum
960,1,950,19902.739999999958,5,5,5,555,champions,15,Platinum Plus
961,5,155,2160.9500000000016,5,5,5,555,champions,15,Platinum Plus
962,74,11,567.36,3,5,3,353,loyal customers,11,Platinum
963,19,25,199.47999999999996,5,5,2,552,champions,12,Platinum
964,23,21,787.8499999999999,5,5,4,554,champions,14,Platinum Plus
965,7,135,10241.419999999995,5,5,5,555,champions,15,Platinum Plus
966,83,12,675.3,3,5,4,354,loyal customers,12,Platinum
967,641,13,281.76,1,5,3,153,can't loose,9,Gold
968,114,293,8474.81,3,5,5,355,loyal customers,13,Platinum
969,318,17,1308.4800000000002,2,5,4,254,can't loose,11,Platinum
970,122,113,4642.370000000002,3,5,5,355,loyal customers,13,Platinum
971,124,115,2651.680000000001,3,5,5,355,loyal customers,13,Platinum
972,640,12,262.40000000000003,1,5,3,153,can't loose,9,Gold
973,16,21,350.90000000000003,5,5,3,553,champions,13,Platinum
974,413,54,996.2399999999998,1,5,4,154,can't loose,10,Gold
975,84,470,6007.29999999999,3,5,5,355,loyal customers,13,Platinum
977,79,51,795.1200000000002,3,5,4,354,loyal customers,12,Platinum
978,400,90,1548.5500000000004,2,5,5,255,can't loose,12,Platinum
979,126,144,2223.62,3,5,5,355,loyal customers,13,Platinum
980,202,54,860.1200000000003,2,5,4,254,can't loose,11,Platinum
981,47,215,22100.559999999998,4,5,5,455,loyal customers,14,Platinum Plus
982,262,42,775.8500000000001,2,5,4,254,can't loose,11,Platinum
983,554,2,-14.100000000000001,1,3,1,131,at risk,5,Bronze
984,174,22,303.93000000000006,3,5,3,353,loyal customers,11,Platinum
985,161,118,2518.5199999999995,3,5,5,355,loyal customers,13,Platinum
986,130,22,377.6,3,5,3,353,loyal customers,11,Platinum
987,500,6,299.4,1,5,3,153,can't loose,9,Gold
988,72,8,341.35999999999996,3,5,3,353,loyal customers,11,Platinum
989,183,14,233.76,2,5,3,253,can't loose,10,Gold
990,12,16,247.32,5,5,3,553,champions,13,Platinum
991,18,43,910.7199999999998,5,5,4,554,champions,14,Platinum Plus
992,245,16,373.94000000000005,2,5,3,253,can't loose,10,Gold
993,62,27,389.2800000000001,4,5,3,453,loyal customers,12,Platinum
994,390,3,-28.849999999999998,2,4,1,241,at risk,7,Silver
995,73,51,743.53,3,5,4,354,loyal customers,12,Platinum
996,94,32,674.6999999999997,3,5,4,354,loyal customers,12,Platinum
997,82,42,768.2400000000001,3,5,4,354,loyal customers,12,Platinum
998,259,394,3778.359999999997,2,5,5,255,can't loose,12,Platinum
999,270,29,439.03,2,5,3,253,can't loose,10,Gold
1000,31,61,1001.9600000000003,4,5,4,454,loyal customers,13,Platinum
1001,479,72,1428.7000000000003,1,5,4,154,can't loose,10,Gold
1002,474,33,1425.2999999999997,1,5,4,154,can't loose,10,Gold
1003,11,303,5342.7199999999975,5,5,5,555,champions,15,Platinum Plus
1004,19,101,1706.52,5,5,5,555,champions,15,Platinum Plus
1005,72,20,0.0,3,5,1,351,loyal customers,9,Gold
1006,183,131,2092.1400000000003,2,5,5,255,can't loose,12,Platinum
1007,52,1,56.16,4,2,2,422,potential loyalists,8,Gold
1008,610,20,510.2,1,5,3,153,can't loose,9,Gold
1009,193,53,1086.1000000000001,2,5,4,254,can't loose,11,Platinum
1010,356,33,572.03,2,5,4,254,can't loose,11,Platinum
1011,486,84,1423.939999999999,1,5,4,154,can't loose,10,Gold
1012,500,95,2271.4600000000005,1,5,5,155,can't loose,11,Platinum
1013,32,23,378.64000000000004,4,5,3,453,loyal customers,12,Platinum
1014,62,321,6773.49,4,5,5,455,loyal customers,14,Platinum Plus
1015,416,17,422.8,1,5,3,153,can't loose,9,Gold
1016,2,72,1786.4800000000005,5,5,5,555,champions,15,Platinum Plus
1017,205,53,1019.7600000000002,2,5,4,254,can't loose,11,Platinum
1018,434,81,1495.4300000000005,1,5,5,155,can't loose,11,Platinum
1020,28,97,572.5599999999998,4,5,4,454,loyal customers,13,Platinum
1021,641,3,62.4,1,4,2,142,at risk,7,Silver
1022,23,339,7613.089999999995,5,5,5,555,champions,15,Platinum Plus
1023,252,70,1132.54,2,5,4,254,can't loose,11,Platinum
1024,545,1,305.28,1,2,3,123,hibernating,6,Silver
1025,47,263,6267.3899999999985,4,5,5,455,loyal customers,14,Platinum Plus
1026,331,35,534.57,2,5,3,253,can't loose,10,Gold
1027,416,31,835.4599999999999,1,5,4,154,can't loose,10,Gold
1028,419,70,181.59,1,5,2,152,can't loose,8,Gold
1029,64,70,1135.6999999999996,4,5,4,454,loyal customers,13,Platinum
1030,13,49,763.06,5,5,4,554,champions,14,Platinum Plus
1031,76,13,544.0799999999999,3,5,3,353,loyal customers,11,Platinum
1032,205,1,59.8,2,2,2,222,hibernating,6,Silver
1033,679,8,91.14,1,5,2,152,can't loose,8,Gold
1034,585,59,722.9,1,5,4,154,can't loose,10,Gold
1035,34,402,6044.849999999994,4,5,5,455,loyal customers,14,Platinum Plus
1036,158,81,1180.2300000000005,3,5,4,354,loyal customers,12,Platinum
1037,23,47,1325.2899999999997,5,5,4,554,champions,14,Platinum Plus
1038,74,91,2965.71,3,5,5,355,loyal customers,13,Platinum
1039,194,38,660.1400000000002,2,5,4,254,can't loose,11,Platinum
1040,490,15,275.4,1,5,3,153,can't loose,9,Gold
1041,554,24,300.93000000000006,1,5,3,153,can't loose,9,Gold
1043,247,95,1518.1299999999992,2,5,5,255,can't loose,12,Platinum
1044,19,6,150.9,5,5,2,552,champions,12,Platinum
1045,36,11,252.49,4,5,3,453,loyal customers,12,Platinum
1046,206,40,995.3,2,5,4,254,can't loose,11,Platinum
1047,488,10,557.22,1,5,3,153,can't loose,9,Gold
1048,432,91,2077.8900000000012,1,5,5,155,can't loose,11,Platinum
1049,4,792,47195.35000000003,5,5,5,555,champions,15,Platinum Plus
1051,26,52,2091.3900000000003,4,5,5,455,loyal customers,14,Platinum Plus
1052,109,16,168.95,3,5,2,352,loyal customers,10,Gold
1053,622,34,487.34999999999997,1,5,3,153,can't loose,9,Gold
1054,434,44,353.1199999999999,1,5,3,153,can't loose,9,Gold
1055,135,55,2494.14,3,5,5,355,loyal customers,13,Platinum
1056,632,39,106.70000000000002,1,5,2,152,can't loose,8,Gold
1057,45,19,712.5,4,5,4,454,loyal customers,13,Platinum
1058,207,82,1593.8900000000006,2,5,5,255,can't loose,12,Platinum
1059,13,549,10898.219999999978,5,5,5,555,champions,15,Platinum Plus
1060,154,16,221.05999999999997,3,5,3,353,loyal customers,11,Platinum
1061,136,10,140.35,3,5,2,352,loyal customers,10,Gold
1062,42,270,4040.3200000000006,4,5,5,455,loyal customers,14,Platinum Plus
1063,53,127,2532.190000000002,4,5,5,455,loyal customers,14,Platinum Plus
1064,519,12,217.03,1,5,2,152,can't loose,8,Gold
1065,445,41,557.92,1,5,3,153,can't loose,9,Gold
1066,110,177,3307.029999999999,3,5,5,355,loyal customers,13,Platinum
1067,12,305,7036.8899999999885,5,5,5,555,champions,15,Platinum Plus
1068,21,46,910.5300000000002,5,5,4,554,champions,14,Platinum Plus
1069,12,141,482.39999999999986,5,5,3,553,champions,13,Platinum
1070,12,66,991.8000000000001,5,5,4,554,champions,14,Platinum Plus
1071,20,54,648.6899999999999,5,5,4,554,champions,14,Platinum Plus
1072,2,129,3268.4400000000032,5,5,5,555,champions,15,Platinum Plus
1073,555,109,430.65,1,5,3,153,can't loose,9,Gold
1074,375,25,656.87,2,5,4,254,can't loose,11,Platinum
1075,76,30,1540.8600000000001,3,5,5,355,loyal customers,13,Platinum
1076,26,154,4459.829999999998,4,5,5,455,loyal customers,14,Platinum Plus
1077,121,12,196.89000000000001,3,5,2,352,loyal customers,10,Gold
1078,16,166,3388.2600000000007,5,5,5,555,champions,15,Platinum Plus
1079,430,1,46.5,1,2,2,122,hibernating,5,Bronze
1080,257,165,966.2100000000005,2,5,4,254,can't loose,11,Platinum
1081,365,70,1213.95,2,5,4,254,can't loose,11,Platinum
1082,93,38,720.9000000000002,3,5,4,354,loyal customers,12,Platinum
1083,435,22,221.87000000000003,1,5,3,153,can't loose,9,Gold
1084,372,200,1201.8699999999997,2,5,4,254,can't loose,11,Platinum
1085,376,57,614.6799999999998,2,5,4,254,can't loose,11,Platinum
1086,628,6,195.4,1,5,2,152,can't loose,8,Gold
1087,398,209,3546.860000000001,2,5,5,255,can't loose,12,Platinum
1088,25,59,1030.75,4,5,4,454,loyal customers,13,Platinum
1089,18,475,7561.61999999999,5,5,5,555,champions,15,Platinum Plus
1090,25,18,279.40000000000003,4,5,3,453,loyal customers,12,Platinum
1091,28,148,4117.54,4,5,5,455,loyal customers,14,Platinum Plus
1092,5,1022,6924.099999999992,5,5,5,555,champions,15,Platinum Plus
1093,261,3,729.8,2,4,4,244,at risk,10,Gold
1094,167,41,743.6899999999997,3,5,4,354,loyal customers,12,Platinum
1095,495,22,215.97,1,5,2,152,can't loose,8,Gold
1096,26,140,2342.1699999999987,4,5,5,455,loyal customers,14,Platinum Plus
1097,19,64,1722.82,5,5,5,555,champions,15,Platinum Plus
1098,690,4,32.42,1,4,2,142,at risk,7,Silver
1099,7,492,11729.719999999988,5,5,5,555,champions,15,Platinum Plus
1100,626,73,1160.4099999999999,1,5,4,154,can't loose,10,Gold
1101,51,16,170.95999999999998,4,5,2,452,loyal customers,11,Platinum
1102,140,65,4078.500000000001,3,5,5,355,loyal customers,13,Platinum
1103,95,59,973.78,3,5,4,354,loyal customers,12,Platinum
1105,1,148,3017.889999999999,5,5,5,555,champions,15,Platinum Plus
1106,448,32,890.1700000000001,1,5,4,154,can't loose,10,Gold
1107,102,56,924.1999999999998,3,5,4,354,loyal customers,12,Platinum
1108,12,98,1043.91,5,5,4,554,champions,14,Platinum Plus
1109,1,680,11887.940000000002,5,5,5,555,champions,15,Platinum Plus
1110,655,6,82.4,1,5,2,152,can't loose,8,Gold
1111,117,10,165.0,3,5,2,352,loyal customers,10,Gold
1112,23,258,2514.879999999999,5,5,5,555,champions,15,Platinum Plus
1113,670,28,592.2399999999999,1,5,4,154,can't loose,10,Gold
1114,40,61,1937.1900000000005,4,5,5,455,loyal customers,14,Platinum Plus
1115,238,129,658.8399999999998,2,5,4,254,can't loose,11,Platinum
1116,189,85,1421.5800000000008,2,5,4,254,can't loose,11,Platinum
1117,69,109,1915.7700000000002,3,5,5,355,loyal customers,13,Platinum
1118,6,155,2712.520000000001,5,5,5,555,champions,15,Platinum Plus
1119,471,117,1924.63,1,5,5,155,can't loose,11,Platinum
1120,200,58,808.5000000000003,2,5,4,254,can't loose,11,Platinum
1121,418,41,627.8199999999999,1,5,4,154,can't loose,10,Gold
1122,47,208,3407.440000000002,4,5,5,455,loyal customers,14,Platinum Plus
1123,234,20,336.09,2,5,3,253,can't loose,10,Gold
1124,215,10,140.34,2,5,2,252,can't loose,9,Gold
1125,7,40,767.32,5,5,4,554,champions,14,Platinum Plus
1126,235,148,2688.6199999999994,2,5,5,255,can't loose,12,Platinum
1127,80,68,1097.2099999999998,3,5,4,354,loyal customers,12,Platinum
1128,59,42,728.07,4,5,4,454,loyal customers,13,Platinum
1129,10,726,15412.349999999977,5,5,5,555,champions,15,Platinum Plus
1130,107,14,449.52000000000004,3,5,3,353,loyal customers,11,Platinum
1131,656,8,154.25,1,5,2,152,can't loose,8,Gold
1132,40,232,3732.2799999999993,4,5,5,455,loyal customers,14,Platinum Plus
1133,97,50,1269.8400000000004,3,5,4,354,loyal customers,12,Platinum
1134,99,8,618.6300000000001,3,5,4,354,loyal customers,12,Platinum
1135,343,18,316.26,2,5,3,253,can't loose,10,Gold
1136,234,138,4428.349999999999,2,5,5,255,can't loose,12,Platinum
1137,12,36,617.9300000000002,5,5,4,554,champions,14,Platinum Plus
1138,311,69,1266.33,2,5,4,254,can't loose,11,Platinum
1139,19,45,1146.9600000000003,5,5,4,554,champions,14,Platinum Plus
1140,25,85,1397.7500000000002,4,5,4,454,loyal customers,13,Platinum
1141,37,116,2840.260000000001,4,5,5,455,loyal customers,14,Platinum Plus
1142,18,34,774.6,5,5,4,554,champions,14,Platinum Plus
1143,73,205,1735.2900000000002,3,5,5,355,loyal customers,13,Platinum
1144,184,22,295.93,2,5,3,253,can't loose,10,Gold
1145,74,227,4282.880000000001,3,5,5,355,loyal customers,13,Platinum
1146,314,101,1579.05,2,5,5,255,can't loose,12,Platinum
1147,109,162,2479.1600000000008,3,5,5,355,loyal customers,13,Platinum
1148,68,28,287.04999999999995,3,5,3,353,loyal customers,11,Platinum
1149,38,49,1114.7199999999998,4,5,4,454,loyal customers,13,Platinum
1150,47,282,4164.690000000002,4,5,5,455,loyal customers,14,Platinum Plus
1151,708,4,151.95999999999998,1,4,2,142,at risk,7,Silver
1152,262,39,713.3900000000001,2,5,4,254,can't loose,11,Platinum
1153,217,42,796.99,2,5,4,254,can't loose,11,Platinum
1154,75,21,815.9,3,5,4,354,loyal customers,12,Platinum
1155,74,73,1207.68,3,5,4,354,loyal customers,12,Platinum
1156,23,60,1670.2599999999995,5,5,5,555,champions,15,Platinum Plus
1157,31,143,2109.0699999999997,4,5,5,455,loyal customers,14,Platinum Plus
1158,87,38,659.4399999999999,3,5,4,354,loyal customers,12,Platinum
1159,52,20,331.26,4,5,3,453,loyal customers,12,Platinum
1160,1,194,6034.399999999998,5,5,5,555,champions,15,Platinum Plus
1161,12,428,1049.5699999999993,5,5,4,554,champions,14,Platinum Plus
1162,91,5,125.8,3,4,2,342,loyal customers,9,Gold
1163,48,234,4787.12,4,5,5,455,loyal customers,14,Platinum Plus
1164,42,25,650.1800000000001,4,5,4,454,loyal customers,13,Platinum
1165,16,6,628.78,5,5,4,554,champions,14,Platinum Plus
1166,32,455,4599.360000000003,4,5,5,455,loyal customers,14,Platinum Plus
