v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,classLabel
a,23,0.001175,u,-0.842387835,1.105020566,0.5,t,t,2,t,g,300,551,3.00E+06,NA,1,yes.
b,23.08,0.00025,u,1.352182564,0.664959735,1.085,t,t,11,t,g,60,2184,6.00E+05,NA,1,yes.
b,19.42,0.00065,u,-2.730202966,0.662388519,1.46,t,t,7,f,g,80,2954,8.00E+05,t,1,yes.
b,23.33,0.0011625,y,0.165990605,0.779773714,0.835,t,f,0,t,g,160,300,1600000,NA,1,yes.
b,42.17,0.000504,u,3.073309953,0.671337647,12.75,t,f,0,t,g,92,0,920000,NA,1,yes.
b,21.25,0.00015,u,0.318825818,0.648282966,1.5,f,f,0,f,g,150,8,1500000,NA,1,yes.
b,34.17,0.000525,u,3.786879175,0.760156139,0.085,f,f,0,t,g,290,6,2900000,NA,1,yes.
a,47.75,8.00E-04,u,0.757450415,0.71823346,7.875,t,t,6,t,g,0,1260,0,t,1,yes.
a,44.33,0,u,3.723514499,0.826133156,2.5,t,f,0,f,g,0,0,0,NA,1,yes.
b,39.5,0.000425,u,3.577207704,0.617481029,6.5,t,t,16,f,g,117,1210,1170000,t,1,yes.
a,41.17,0.00065,u,-4.649093044,0.901219197,0.5,t,t,3,t,g,145,0,1450000,NA,1,yes.
b,29.92,0.0001835,u,1.168148792,0.856752028,4.335,t,f,0,f,g,260,200,2600000,f,1,yes.
b,23.17,0,NA,-4.661157234,0.90311655,0,f,f,0,f,p,NA,0,NA,f,1,yes.
b,35.17,0.00025,u,-4.065866931,0.677308881,4.5,t,t,7,f,g,150,1270,1500000,t,1,yes.
a,19.17,0.0008585,u,-1.574834178,0.819228045,0.75,t,t,7,f,g,96,0,960000,NA,1,yes.
b,52.5,0.00065,u,2.048974871,0.78504143,6.29,t,t,15,f,g,0,11202,0,t,1,yes.
b,39.92,0.000621,u,4.172306622,0.904319257,0.04,t,t,1,f,g,200,300,2.00E+06,t,1,yes.
b,21.33,0.00105,u,4.510719429,0.762698073,3,t,f,0,t,g,0,0,0,NA,1,yes.
a,35.75,9.15E-05,u,-3.020116091,0.832048784,0.75,t,t,4,f,g,0,1583,0,t,1,yes.
b,67.75,0.00055,u,2.156202479,0.860246427,13,t,t,1,t,g,0,0,0,t,1,yes.
b,32.67,9.00E-04,y,-1.460476946,0.801188838,5.25,t,f,0,t,g,154,0,1540000,f,1,yes.
b,49.5,0.0007585,u,3.627276765,0.5378527,7.585,t,t,15,t,g,0,5000,0,t,1,yes.
b,21,3.00E-04,y,-1.358520137,0.823496515,1.085,t,t,8,t,g,160,1,1600000,t,1,yes.
b,28.25,8.75E-05,u,0.834733993,0.821697768,0.96,t,t,3,t,g,396,0,3960000,t,1,yes.
b,34.17,0.000154,u,3.485095329,0.716044071,1.54,t,t,1,t,g,520,50000,5200000,NA,1,yes.
b,31.92,0.000446,u,3.693216443,0.938169876,6.04,t,t,3,f,g,311,300,3110000,NA,1,yes.
a,29.5,4.60E-05,u,-4.772397173,0.660169531,0.54,t,t,4,f,g,380,500,3800000,NA,1,yes.
b,23.17,0,u,-2.424618546,0.854196221,0.085,t,f,0,f,g,0,0,0,f,1,yes.
a,18.08,3.75E-05,l,-4.102620184,0.858637712,10,f,f,0,t,s,300,0,3.00E+06,f,1,yes.
a,24.75,3.00E-04,u,-2.061336264,0.781806315,1.835,t,t,19,f,g,0,500,0,NA,1,yes.
a,20.83,3.00E-04,u,1.001349837,1.017520906,0.04,t,f,0,f,g,100,0,1.00E+06,f,1,yes.
b,28,2.00E-04,u,-2.445297609,0.915775376,4.165,t,t,2,t,g,181,0,1810000,NA,1,yes.
b,20.42,0.0001835,u,2.233084145,0.665388246,2.25,t,t,1,f,g,100,150,1.00E+06,NA,1,yes.
b,28.67,0.0009335,u,2.080133851,0.833374023,5.665,t,t,6,f,g,381,168,3810000,t,1,yes.
b,21.92,5.40E-05,y,3.48130737,1.120803269,0.04,t,t,1,t,g,840,59,8400000,t,1,yes.
b,43.25,3.00E-04,u,-1.913369123,0.742247656,6,t,t,11,f,g,80,0,8.00E+05,NA,1,yes.
b,20.42,7.00E-04,u,-1.877937384,0.759189507,1.625,t,t,3,f,g,200,1391,2.00E+06,NA,1,yes.
b,42,2.05E-05,u,1.547739552,1.09543268,5.125,t,f,0,f,g,400,0,4.00E+06,NA,1,yes.
a,23.42,7.90E-05,y,-0.630342173,0.783468409,1.5,t,t,2,t,g,80,400,8.00E+05,NA,1,yes.
a,25.17,0.0002875,u,-1.497555054,0.798881894,0.875,t,f,0,f,g,360,0,3600000,NA,1,yes.
b,24.83,0.000275,u,-2.154228969,0.785477631,2.25,t,t,6,f,g,NA,600,NA,NA,1,yes.
NA,24.5,0.001275,u,3.550350845,0.696816659,4.75,t,t,2,f,g,73,444,730000,NA,1,yes.
b,37.5,0.0001125,y,1.294518365,0.901705462,1.5,f,f,0,t,g,431,0,4310000,NA,1,yes.
b,36.75,1.25E-05,y,4.885316805,0.677372987,1.5,f,f,0,t,g,232,113,2320000,f,1,yes.
b,28.25,0.000504,y,3.870322318,0.71308957,1.5,t,t,8,t,g,144,7,1440000,t,1,yes.
b,32.75,0.00015,u,-4.75039246,0.831953446,5.5,t,t,3,t,g,0,0,0,t,1,yes.
a,17.83,0.0011,u,-3.903037538,0.835366335,1,t,t,11,f,g,0,3000,0,NA,1,yes.
a,22.83,0.000229,u,-0.984843322,0.896041727,2.29,t,t,7,t,g,140,2384,1400000,t,1,yes.
b,13.75,4.00E-04,y,-2.058689289,0.995115927,1.75,t,t,2,t,g,120,1000,1200000,NA,1,yes.
a,41,0.000204,y,3.192154872,0.718180026,0.125,t,t,23,t,g,455,1236,4550000,NA,1,yes.
b,23.08,0.00115,u,3.278124116,0.708254955,2.125,t,t,11,t,g,290,284,2900000,NA,1,yes.
b,20.17,0.0005625,u,-0.59552907,0.883195866,1.71,t,f,0,f,s,120,0,1200000,NA,1,yes.
a,50.08,0.001254,u,-4.2755032,0.683398455,2.29,t,t,3,t,g,156,0,1560000,NA,1,yes.
b,27,7.50E-05,u,-1.57317183,0.699502875,4.25,t,t,3,t,g,312,150,3120000,t,1,yes.
b,38.17,0.0010125,u,1.288827609,0.762989425,2.5,t,t,6,f,g,520,196,5200000,t,1,yes.
b,27,0.00015,y,-4.984817065,0.743429292,0.375,t,f,0,t,g,260,1065,2600000,NA,1,yes.
b,41.17,0.000404,u,1.441301124,0.617297643,7,t,t,8,f,g,320,0,3200000,t,1,yes.
a,65.17,0.0014,u,1.11629596,0.704360503,0,t,t,11,t,g,0,1400,0,NA,1,yes.
b,37.58,0,NA,-3.573703952,0.77731392,0,f,f,0,f,p,NA,0,NA,NA,1,yes.
b,23.25,0.00015,u,0.163753442,0.710284495,2.375,t,t,3,t,g,0,582,0,NA,1,yes.
b,21.83,0.0011,u,-1.593008556,0.885454718,0.29,t,t,6,f,g,121,0,1210000,NA,1,yes.
b,26,1.00E-04,u,3.452550184,0.745270797,1.75,t,f,0,t,g,280,0,2800000,NA,1,yes.
b,31.67,8.30E-05,u,-3.560303729,0.816326548,1.335,t,t,8,t,g,303,3290,3030000,t,1,yes.
a,49.83,0.0013585,u,2.071348978,0.660218621,8.5,t,f,0,t,g,0,0,0,NA,1,yes.
a,47.42,8.00E-04,u,0.46958636,0.87321156,6.5,t,t,6,f,g,375,51100,3750000,t,1,yes.
b,51.33,0.001,u,0.614577215,0.780805068,0,t,t,11,f,g,0,1249,0,NA,1,yes.
a,18.92,9.00E-04,u,-2.853252317,0.894820736,0.75,t,t,2,f,g,88,591,880000,NA,1,yes.
a,28.42,0.00035,u,-2.421969199,0.649843402,0.835,t,f,0,f,s,280,0,2800000,f,1,yes.
b,56.75,0.001225,u,1.564707116,0.760401726,1.25,t,t,4,t,g,200,0,2.00E+06,NA,1,yes.
a,58.42,0.0021,u,-2.935261305,0.640984297,10,t,t,13,f,g,0,6700,0,NA,1,yes.
b,48.33,0.0012,u,-1.531819734,0.840578726,16,t,f,0,f,s,110,0,1100000,f,1,yes.
b,33.17,1.00E-04,u,0.758334468,0.805619789,0.75,t,t,7,t,g,340,4071,3400000,NA,1,yes.
a,22.42,0.0005665,u,2.026017108,0.845457067,2.585,t,t,7,f,g,129,3257,1290000,t,1,yes.
a,18.83,0.000954,u,0.650951392,1.063163397,0.085,t,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,48.58,2.05E-05,y,-3.744971852,0.832140481,0.25,t,t,11,f,g,380,2732,3800000,NA,1,yes.
b,26.75,0.0001125,u,-1.140939645,0.918537762,1.25,t,f,0,f,g,0,5298,0,f,1,yes.
b,64.08,0.002,u,-2.095022134,0.902095009,17.5,t,t,9,t,g,0,1000,0,t,1,yes.
b,20.17,0.000925,u,0.924376752,0.807090811,1.665,t,t,3,t,g,40,28,4.00E+05,NA,1,yes.
b,25.67,0.00125,u,2.956460053,0.632776449,1.21,t,t,67,t,g,140,258,1400000,NA,1,yes.
b,22.67,0.00105,u,1.828750621,1.027292591,1.335,t,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,31.33,0.00195,u,4.621348109,0.871035632,7,t,t,16,f,g,0,5000,0,t,1,yes.
b,56.42,0.0028,y,3.695842808,0.73083623,28.5,t,t,40,f,g,0,15,0,t,1,yes.
a,24.75,0.00125,u,-2.523595488,0.714243362,1.5,t,t,12,t,g,120,567,1200000,NA,1,yes.
a,24.08,5.00E-05,u,4.758667785,0.936730754,1.25,t,t,1,f,g,0,678,0,NA,1,yes.
b,28.33,5.00E-04,u,-2.322172455,0.746402283,11,t,f,0,t,g,70,0,7.00E+05,f,1,yes.
a,26.92,0.00135,u,-3.022035041,0.89564868,5,t,t,2,f,g,0,5000,0,NA,1,yes.
b,27.67,0.001375,u,-0.723076791,0.880415633,5.75,t,f,0,t,g,487,500,4870000,NA,1,yes.
b,38.67,2.10E-05,u,2.070998037,0.862595043,0.085,t,f,0,t,g,280,0,2800000,f,1,yes.
a,32.17,0.000146,u,2.774568968,0.625667416,1.085,t,t,16,f,g,120,2079,1200000,NA,1,yes.
b,32.67,0.00055,u,2.938945815,1.067376739,5.5,t,t,12,t,g,408,1000,4080000,t,1,yes.
b,48.75,0.00085,u,-4.181302146,0.524036985,12.5,t,t,9,f,g,181,1655,1810000,t,1,yes.
b,21,0.000479,y,-0.744743091,0.801910803,2.25,t,t,1,t,g,80,300,8.00E+05,NA,1,yes.
b,48.17,0.0007625,u,2.752086869,0.837918033,15.5,t,t,12,f,g,0,790,0,NA,1,yes.
b,39.33,0.0005875,u,1.563895331,0.86769169,10,t,t,14,t,g,399,0,3990000,t,1,yes.
a,25.08,0.000254,y,1.473377561,0.89120311,0.25,t,f,0,t,g,370,0,3700000,NA,1,yes.
b,23.25,4.00E-04,u,4.846659193,0.929039475,0.25,t,f,0,t,g,160,0,1600000,NA,1,yes.
a,30.67,0.0012,u,4.987009782,0.771136735,2,t,t,1,f,g,220,19,2200000,NA,1,yes.
b,19.17,0,y,3.893168562,0.951470384,0,f,f,0,t,s,500,1,5.00E+06,NA,1,yes.
NA,20.08,1.25E-05,u,0.109035787,0.75357347,1,f,t,1,f,g,240,768,2400000,t,1,yes.
b,36.67,0.000325,u,3.391169081,0.893323009,9,t,f,0,t,g,102,639,1020000,NA,1,yes.
b,23.17,0.0011125,u,-1.364350498,0.728952701,0.46,t,t,1,f,g,100,0,1.00E+06,t,1,yes.
a,15.83,5.85E-05,u,-4.263191856,0.893369106,1.5,t,t,2,f,g,100,0,1.00E+06,t,1,yes.
b,16.08,7.50E-05,u,3.597301559,0.870643756,1.75,t,t,5,t,g,352,690,3520000,t,1,yes.
a,47,0.0013,u,-0.929880319,0.734309891,5.165,t,t,9,t,g,0,0,0,t,1,yes.
a,71.58,0,NA,-3.23968108,0.66567681,0,f,f,0,f,p,NA,0,NA,NA,1,yes.
a,21.25,0.0002335,u,2.575574836,0.683181635,0.5,t,t,4,f,s,80,0,8.00E+05,NA,1,yes.
b,65.42,0.0011,u,1.865486831,0.837708789,20,t,t,7,t,g,22,0,220000,NA,1,yes.
b,20.5,0.0002415,u,1.5514743,0.889267081,2,t,t,11,t,g,200,3000,2.00E+06,NA,1,yes.
b,55.92,0.00115,u,4.011307415,0.773914526,5,t,t,5,f,g,0,8851,0,NA,1,yes.
b,34.92,0.00025,u,-3.174251847,0.619450725,0,t,f,0,t,g,239,200,2390000,f,1,yes.
b,56.58,0.00185,u,-1.132930382,1.009231484,15,t,t,17,t,g,0,0,0,t,1,yes.
b,25.17,6.00E-04,u,0.341365275,0.734816559,1,t,t,3,f,g,0,0,0,NA,1,yes.
b,25.08,0.000171,u,2.982967757,0.679078663,1.665,t,t,1,t,g,395,20,3950000,NA,1,yes.
b,57.83,0.000704,u,0.652710127,0.828804612,14,t,t,6,t,g,360,1332,3600000,NA,1,yes.
b,34.92,5.00E-04,u,-3.098359951,0.829653202,7.5,t,t,6,t,g,0,1000,0,NA,1,yes.
b,33.58,0.000275,u,0.400506805,0.895162144,4.25,t,t,6,f,g,204,0,2040000,NA,1,yes.
a,22.92,0.0011585,u,-2.691179286,0.764552873,0.04,t,f,0,f,g,80,1349,8.00E+05,NA,1,yes.
a,24.5,5.00E-05,u,3.140077556,1.014618697,1.5,t,f,0,f,g,280,824,2800000,NA,1,yes.
b,20.25,0.000996,u,2.430102886,0.663393877,0,t,f,0,f,g,0,0,0,NA,1,yes.
b,18.5,2.00E-04,u,-0.381284179,0.81563663,1.5,t,t,2,f,g,120,300,1200000,NA,1,yes.
b,25.17,0.00035,u,-3.218070006,0.726685717,0.625,t,t,7,f,g,0,7059,0,t,1,yes.
b,44.33,5.00E-05,u,-0.409085685,0.893982923,5,t,f,0,t,g,320,0,3200000,NA,1,yes.
b,18.08,0.00055,u,-2.631486692,0.859465818,0.5,t,f,0,f,g,80,0,8.00E+05,NA,1,yes.
a,60.58,0.00165,u,-2.896940794,0.98338892,11,t,f,0,t,g,21,10561,210000,NA,1,yes.
b,41.5,0.000154,u,-1.751630977,0.936157748,3.5,f,f,0,f,g,216,0,2160000,NA,1,yes.
a,25.75,5.00E-05,u,1.734101761,0.677960975,0.875,t,f,0,t,g,491,0,4910000,NA,1,yes.
b,29.25,0.001479,u,2.196014975,0.830475295,5.04,t,t,5,t,g,168,0,1680000,t,1,yes.
a,36,1.00E-04,u,1.401346156,0.917799392,2,t,t,11,f,g,0,456,0,t,1,yes.
b,31.67,0.0016165,u,0.932684741,0.794616569,3,t,t,9,f,g,250,730,2500000,t,1,yes.
b,60.08,0.00145,u,1.008846222,0.534533187,18,t,t,15,t,g,0,1000,0,t,1,yes.
b,22.33,0.0011,u,-4.925722065,0.768105253,2,t,t,1,f,g,80,278,8.00E+05,NA,1,yes.
b,40,0.00065,u,-4.239833099,0.72075731,3.5,t,t,1,f,g,0,500,0,NA,1,yes.
b,35.17,0.0025125,u,4.322090046,0.993582583,1.625,t,t,1,t,g,515,500,5150000,NA,1,yes.
b,41.33,0,u,-1.956000528,0.808922636,15,t,f,0,f,g,0,0,0,NA,1,yes.
a,20.75,0.0010335,u,3.38378828,0.760560596,0.335,t,t,1,t,g,80,50,8.00E+05,t,1,yes.
b,32.08,4.00E-04,u,4.903172068,0.692028949,2.5,t,f,0,t,g,360,0,3600000,NA,1,yes.
b,NA,4.00E-04,u,1.572756593,0.724760915,5,t,t,3,t,g,290,2279,2900000,t,1,yes.
b,23.92,0.00015,u,3.766852864,0.756376335,1.875,t,t,6,f,g,200,327,2.00E+06,t,1,yes.
a,23.25,0.0005875,u,-1.34458689,0.824390115,3.17,t,t,10,f,g,120,245,1200000,NA,1,yes.
a,46.67,4.60E-05,u,2.255207025,0.656831448,0.415,t,t,11,t,g,440,6,4400000,NA,1,yes.
a,25,0.001233,u,-4.116745242,0.598595557,3.5,t,t,6,f,g,400,458,4.00E+06,t,1,yes.
b,25.5,3.75E-05,u,2.888685511,0.550446677,0.25,t,t,3,f,g,260,15108,2600000,t,1,yes.
a,18.75,0.00075,u,1.561907432,0.74592498,2.71,t,t,5,f,g,NA,26726,NA,t,1,yes.
a,23.5,9.00E-04,u,-4.143226563,0.796375274,8.5,t,t,5,t,g,120,0,1200000,t,1,yes.
b,34.17,0.000917,u,3.224586903,0.613836288,4.5,t,t,12,t,g,0,221,0,NA,1,yes.
b,27.83,0.000154,u,3.03049285,0.839023099,3.75,t,t,5,t,g,100,3,1.00E+06,NA,1,yes.
a,36.75,0.0005125,u,0.891609569,0.724655819,5,t,f,0,t,g,0,4000,0,f,1,yes.
a,47.25,7.50E-05,u,2.763682839,0.939969684,2.75,t,t,1,f,g,333,892,3330000,NA,1,yes.
a,33.67,3.75E-05,u,-1.128066122,0.629963931,0.375,f,f,0,f,g,300,44,3.00E+06,NA,1,yes.
b,45,0.00085,u,1.97940381,0.569210754,14,t,t,1,t,g,88,2000,880000,t,1,yes.
b,33.17,0.000104,u,3.116802282,0.904394544,6.5,t,f,0,t,g,164,31285,1640000,NA,1,yes.
a,25,8.75E-05,u,-4.827507737,0.862630946,1.04,t,f,0,t,g,160,5860,1600000,f,1,yes.
b,26.67,0.000175,y,-0.158933669,0.863154829,1,t,t,5,t,g,160,5777,1600000,NA,1,yes.
b,48.5,0.000425,u,2.42578916,0.778021888,0.125,t,f,0,t,g,225,0,2250000,NA,1,yes.
b,37.42,0.000204,u,2.055914751,0.894459668,0.04,t,f,0,t,g,400,5800,4.00E+06,NA,1,yes.
b,18,1.65E-05,u,4.358485676,0.952381808,0.21,f,f,0,f,g,200,40,2.00E+06,f,1,yes.
a,56.5,0.0016,u,-4.636165409,0.898673034,0,t,t,15,f,g,0,247,0,t,1,yes.
b,25.75,5.00E-05,u,3.540765094,0.885683003,1.46,t,t,5,t,g,312,0,3120000,t,1,yes.
a,22.58,0.001075,u,4.866459044,0.481229192,0.415,t,t,5,t,g,0,560,0,NA,1,yes.
b,33.17,0.000304,y,4.374338966,0.900541988,2.04,t,t,1,t,g,180,18027,1800000,t,1,yes.
b,32,0.000175,y,0.425176059,0.823597432,0.04,t,f,0,t,g,393,0,3930000,NA,1,yes.
a,40.83,0.001,u,-4.981457666,0.756206494,1.75,t,f,0,f,g,29,837,290000,NA,1,yes.
b,59.67,0.000154,u,3.987330343,0.629862045,0.125,t,f,0,t,g,260,0,2600000,f,1,yes.
b,42.5,0.0004915,y,4.399351452,0.713251053,3.165,t,f,0,t,g,52,1442,520000,NA,1,yes.
a,28.08,0.0015,y,-3.639842211,0.749785333,0,t,f,0,f,g,0,13212,0,NA,1,yes.
a,37.75,0.00055,u,1.774738429,0.627262518,0.125,t,f,0,t,g,228,0,2280000,f,1,yes.
b,53.92,0.0009625,u,-3.970638844,0.678413024,8.665,t,t,5,f,g,0,0,0,NA,1,yes.
b,47.67,2.90E-05,u,3.981428009,0.961955527,15,t,t,20,f,g,0,15000,0,t,1,yes.
b,23.25,1.00E-04,u,2.769017611,1.028324704,0.835,t,f,0,f,s,300,0,3.00E+06,f,1,yes.
b,22.67,0.000254,y,3.211523225,0.706894563,2.585,t,f,0,f,g,0,0,0,f,1,yes.
b,54.58,0.0009415,u,3.024083581,0.826023828,14.415,t,t,11,t,g,30,300,3.00E+05,NA,1,yes.
b,34.25,3.00E-04,u,-2.760518081,0.798091708,7.415,t,f,0,t,g,0,0,0,NA,1,yes.
b,27.58,0.000204,y,2.82797497,0.839832421,2,t,t,3,t,g,370,560,3700000,NA,1,yes.
a,46,4.00E-04,u,-0.568008071,0.85341105,0,t,f,0,f,g,100,960,1.00E+06,NA,1,yes.
a,60.92,5.00E-04,u,4.180035435,0.774028798,4,t,t,4,f,g,0,99,0,t,1,yes.
a,47.42,3.00E-04,u,-2.174503224,1.000086098,13.875,t,t,2,t,g,519,1704,5190000,NA,1,yes.
b,37.33,0.00065,u,4.176888163,0.833618785,4.25,t,t,12,t,g,93,0,930000,NA,1,yes.
a,25.58,0,NA,-4.944516406,1.061275658,0,f,f,0,f,p,NA,0,NA,NA,1,yes.
a,20.42,8.35E-05,u,-4.287742246,0.74499672,1.585,t,t,1,f,g,0,0,0,t,1,yes.
a,44.17,0.0006665,u,-1.789231342,0.820353795,7.375,t,t,3,t,g,0,0,0,t,1,yes.
b,34.75,0.0015,u,2.117849856,0.772415978,5.375,t,t,9,t,g,0,134,0,NA,1,yes.
b,20.5,0.001,y,0.028176995,0.531727086,2.5,t,f,0,f,s,40,0,4.00E+05,NA,1,yes.
b,22.67,1.65E-05,u,-0.465615052,0.826971266,2.25,f,f,0,t,s,0,0,0,NA,1,yes.
b,22.08,8.30E-05,u,-3.686774175,0.697514132,2.165,f,f,0,t,g,128,0,1280000,NA,1,yes.
b,42.83,0.0004625,u,-0.047942214,0.790501383,4.58,t,f,0,f,s,0,0,0,NA,1,yes.
a,18.92,0.000925,y,-1.341438047,0.962985997,1,t,t,4,t,g,80,500,8.00E+05,t,1,yes.
a,20.67,3.00E-04,u,-4.274590912,0.975644249,0.165,t,t,3,f,g,100,6,1.00E+06,NA,1,yes.
a,32.33,5.40E-05,u,-4.498924552,0.795858314,0.04,t,f,0,f,g,440,11177,4400000,f,1,yes.
b,28.92,0.0015,u,1.960064371,0.630854222,5.335,t,t,11,f,g,0,2283,0,NA,1,yes.
a,52.83,0.0015,u,1.012429995,0.686270864,5.5,t,t,14,f,g,0,2200,0,NA,1,yes.
a,20.67,0.0001835,u,-4.601425552,0.956015147,2.085,t,t,5,f,g,220,2503,2200000,NA,1,yes.
b,36.25,5.00E-04,u,-2.104481182,0.690004581,2.5,t,t,6,f,g,0,367,0,NA,1,yes.
a,20.33,0.001,u,-1.168008917,0.795531436,1,t,t,4,f,g,50,1465,5.00E+05,NA,1,yes.
b,25.75,7.50E-05,u,-1.752217372,0.983528566,0.25,t,f,0,f,g,349,23,3490000,f,1,yes.
a,28.17,3.75E-05,u,0.518805683,0.609542264,0.585,t,t,4,f,g,80,0,8.00E+05,t,1,yes.
b,23.92,6.65E-05,u,-2.81709092,0.817390738,0.165,f,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,56,0.00125,u,-2.968808082,0.872603435,8,t,f,0,t,g,24,2028,240000,NA,1,yes.
a,20.75,0.001025,u,3.208647412,0.968286216,0.71,t,t,2,t,g,49,0,490000,t,1,yes.
a,30.5,0.00065,u,3.148951195,0.727354156,4,t,t,7,t,g,0,3065,0,t,1,yes.
a,45.83,0.00105,u,-2.104862018,0.838643965,5,t,t,7,t,g,0,0,0,t,1,yes.
b,39,5.00E-04,u,0.245990166,0.800288633,3.5,t,t,10,t,g,0,0,0,t,1,yes.
b,22.08,0.0011,u,-0.19375477,0.785055999,0.665,t,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,28.25,0.0005125,u,2.846392216,0.901342963,4.75,t,t,2,f,g,420,7,4200000,NA,1,yes.
a,18.83,0.0004415,y,2.87910114,0.74788883,3,t,f,0,f,g,240,0,2400000,f,1,yes.
a,28.67,0.000104,u,-1.835092027,0.911047905,2.5,t,t,5,t,g,300,1430,3.00E+06,NA,1,yes.
a,22.5,0.000846,y,-3.098696072,0.675964401,2.46,f,f,0,f,g,164,0,1640000,f,1,yes.
b,NA,0.00105,u,2.894950786,0.918379689,6.5,t,f,0,f,g,0,0,0,f,1,yes.
a,28.5,0.000304,y,-4.948798078,0.788071116,2.54,t,t,1,f,g,70,0,7.00E+05,NA,1,yes.
b,19.17,0.00095,u,2.279259446,0.853326263,1.5,t,f,0,f,g,120,2206,1200000,NA,1,yes.
a,21.5,6.00E-04,u,3.087479256,0.81513864,2.5,t,t,3,f,g,80,918,8.00E+05,t,1,yes.
b,17.5,0.0022,l,-1.285889992,0.821485993,0,f,f,0,t,p,450,100000,4500000,f,1,yes.
b,26.67,0.000271,y,-3.350146222,0.695009293,5.25,t,t,1,f,g,211,0,2110000,NA,1,yes.
b,34.42,0.000425,u,3.895860401,0.619225026,3.25,t,t,2,f,g,274,610,2740000,t,1,yes.
b,73.42,0.001775,u,4.726649392,0.682405089,0,t,f,0,t,g,0,0,0,f,1,yes.
a,23,0.001175,u,1.708670636,0.561593646,0.5,t,t,2,t,g,300,551,3.00E+06,NA,1,yes.
b,23.08,0.00025,u,-1.776933318,0.668824546,1.085,t,t,11,t,g,60,2184,6.00E+05,NA,1,yes.
b,19.42,0.00065,u,1.731612196,0.741618561,1.46,t,t,7,f,g,80,2954,8.00E+05,t,1,yes.
b,23.33,0.0011625,y,1.208037322,0.791159351,0.835,t,f,0,t,g,160,300,1600000,NA,1,yes.
b,42.17,0.000504,u,-2.393784113,1.004043224,12.75,t,f,0,t,g,92,0,920000,NA,1,yes.
b,21.25,0.00015,u,1.87180019,0.743502709,1.5,f,f,0,f,g,150,8,1500000,NA,1,yes.
b,34.17,0.000525,u,-3.728721854,0.929927528,0.085,f,f,0,t,g,290,6,2900000,NA,1,yes.
a,47.75,8.00E-04,u,4.754532697,0.887222312,7.875,t,t,6,t,g,0,1260,0,t,1,yes.
a,44.33,0,u,-2.028991831,0.660406673,2.5,t,f,0,f,g,0,0,0,NA,1,yes.
b,39.5,0.000425,u,-4.120850947,0.58234847,6.5,t,t,16,f,g,117,1210,1170000,t,1,yes.
a,41.17,0.00065,u,-0.367895591,0.785772209,0.5,t,t,3,t,g,145,0,1450000,NA,1,yes.
b,29.92,0.0001835,u,3.316894092,0.787272113,4.335,t,f,0,f,g,260,200,2600000,f,1,yes.
b,23.17,0,NA,2.416859251,0.944811066,0,f,f,0,f,p,NA,0,NA,f,1,yes.
b,35.17,0.00025,u,2.022808278,0.825268191,4.5,t,t,7,f,g,150,1270,1500000,t,1,yes.
a,19.17,0.0008585,u,2.855427186,0.631342092,0.75,t,t,7,f,g,96,0,960000,NA,1,yes.
b,52.5,0.00065,u,0.444831112,0.787423601,6.29,t,t,15,f,g,0,11202,0,t,1,yes.
b,39.92,0.000621,u,-3.833742708,0.810479744,0.04,t,t,1,f,g,200,300,2.00E+06,t,1,yes.
b,21.33,0.00105,u,4.023265906,0.899082222,3,t,f,0,t,g,0,0,0,NA,1,yes.
a,35.75,9.15E-05,u,1.474609624,0.687605943,0.75,t,t,4,f,g,0,1583,0,t,1,yes.
b,67.75,0.00055,u,-1.037565959,0.638548823,13,t,t,1,t,g,0,0,0,t,1,yes.
b,32.67,9.00E-04,y,4.956298938,0.637398748,5.25,t,f,0,t,g,154,0,1540000,f,1,yes.
b,49.5,0.0007585,u,-1.395793953,0.839560157,7.585,t,t,15,t,g,0,5000,0,t,1,yes.
b,21,3.00E-04,y,-2.744297625,0.793096068,1.085,t,t,8,t,g,160,1,1600000,t,1,yes.
b,28.25,8.75E-05,u,-2.408108057,0.747771208,0.96,t,t,3,t,g,396,0,3960000,t,1,yes.
b,34.17,0.000154,u,2.833355363,0.877467842,1.54,t,t,1,t,g,520,50000,5200000,NA,1,yes.
b,31.92,0.000446,u,-3.155864635,0.797654846,6.04,t,t,3,f,g,311,300,3110000,NA,1,yes.
a,29.5,4.60E-05,u,2.211807847,0.806118903,0.54,t,t,4,f,g,380,500,3800000,NA,1,yes.
b,23.17,0,u,1.147255921,0.653937276,0.085,t,f,0,f,g,0,0,0,f,1,yes.
a,18.08,3.75E-05,l,2.156179387,0.729163583,10,f,f,0,t,s,300,0,3.00E+06,f,1,yes.
a,24.75,3.00E-04,u,-4.948506388,0.870759893,1.835,t,t,19,f,g,0,500,0,NA,1,yes.
a,20.83,3.00E-04,u,-1.611861002,0.683937522,0.04,t,f,0,f,g,100,0,1.00E+06,f,1,yes.
b,28,2.00E-04,u,-2.534792975,0.78710745,4.165,t,t,2,t,g,181,0,1810000,NA,1,yes.
b,20.42,0.0001835,u,2.513406556,0.883836986,2.25,t,t,1,f,g,100,150,1.00E+06,NA,1,yes.
